data,index,count,bow,tfidf,lstm,gru
cards win the pennant hey did you know that woody williams was a shortstop for the cougars back in the s how cool is that not only is he a bad ass that beats the big unit in the playoffs but hes one of us,155733,1,0,0,0,1
call for white papers image im writing to let you know how your companys white papers can be easily available to thousands of qualified energy professionals energy centrals research report center has added a new section specifically designed for professionals searching for energy related white papers the centers user friendly interface ensures that your companys white papers will be found as users are able to quickly sort and view all documents there are no fees to post or view any of the energy industry white papers posted on the energy central website dont be left out be one of the first companies to be included in this exciting new opportunity im confident that energy central can aid you in your marketing goal of reaching more qualified energy professionals please call me to discuss how you can showcase your white papers through our award winning website http www energycentral com sections research default cfm rtype all regards mark johnson director of contentmark johnson energycentral com phone south locust street suite denver co phone fax http www energycentral com this message is brought to you as a registered user of energy central if you wish to discontinue receiving this type of message reply to this message with stop ads in the subject of your message,155759,1,0,0,0,1
date hi jason it was nice to hear from you this morning the date of dads retirement is aug jill and i have to start back to work on the th grandma and grandpa are planning to come too is beth coming ive got to go shopping for reagans gift today jeanne hofbauer and jamie kalmer are hosting the shower sat ive got to drop somthing off at jill and matts this morning heading to fairview its a good excuse to see mikayl well actually since im the gramma i dont need an excuse thats my philosophy tell alan hello from me are you eating your veggies love mom,155971,1,0,0,0,1
enron in action wild work brown bag lunch presentation oh deer an environmental crisis in the making across texas the growing population of white tail deer in urban environments is creating a new challenge join ephraim dickson executive director of the armand bayou nature center for a discussion on the impacts of this important issue and an exploration of possible alternatives when thursday june th am to pm where eb c its time for the rd annual enron mda beach bowl june this friday june th come and celebrate with us as we kick off the rd annual enron mda beach bowl benefiting als research als more commonly known as lou gehrigs disease is a fatal neuromuscular disease which causes progressive muscle weakness and eventually leaves the patient paralyzed help us strike a blow against als while having lots of fun and winning great prizes call lindsay meade at ext for more information see you at the kick off come dressed in something hawaiian and win a prize when friday june th am pm if you cant be there for the whole hour dont worry just stop by whenever you can where eb c feel free to bring your own lunch fruit cookies and drinks will be provided find out about bring your child to work day june the annual bring your child to work day is scheduled on friday june th guidelines for participation parents must stay with their children at all times children will not be allowed to participate without their parent in attendance participation in the event is with immediate supervisors permission only children years and older only participation is limited to children of enron or contract employees each employee participating must sign a release waiver and return it with the registration form by friday june nd an email will be distributed this week this provide parents with details about the registration process as well as a release waiver get it while its hot a gift from mervyns mervyns is extending a discount coupon to enron employees for mens and womens dockers casual businesswear if you are interested in this limited time offer valid until june th please come by the infozone kiosk in the lobby during lunch on tuesday june th to pick up your coupon coupons will be distributed on a first come first serve basis and limit is per employee learn more about beginner ballroom dance lessons beginner ballroom dance lessons open to the public and taught by qualified instructors sponsored by the united states amateur ballroom dancers association a non profit organization in cooperation with the city of houston parks recreation department classes start on tuesday june th from pm at the river oaks community center locke lane between weslayan buffalo speedway on latchmont one block north of westheimer for a session of weeks registration first day of class if you miss the first class join us for the second class for seniors over and students under dances will include waltz foxtrot cha cha rumba swing and tango for further information call margaret daffin at ext join the voices of enron to expand your communication skills make new friends expand your horizons enhance your communication skills lose the fear of public speaking have a great time day thursdays time a m p m location enron building for more information about the voices of enron contact melinda pharms vice president of education via e mail at mpharms ect enron com or by phone at internal extension or kathy willard vice president membership at kwillar enron com mailto kwillar enron com phone no internal extension volunteer for the boys girls club summer camp weekends kevin hannon boys girls club board member invites you to join enron employee john cote at a boys girls club summer camp john and kevin are looking for commitments from some dedicated enron men women spread the word spouses friends office colleagues welcome last years camp was a huge success details below what nd annual houston boys and girls club summer camp weekend with enrons incredible volunteers when boys camp friday afternoon pm june through sunday afternoon june or friday afternoon pm july through sunday afternoon july girls camp friday afternoon pm july through sunday afternoon july or friday afternoon pm july through sunday afternoon july whe willis tx minutes from downtown houston just north of conroe who counselors per camp to chaperone kids ages how share all sports activities including canoeing hiking fishing organizing a talent show bonfire ghost stories obstacle course water balloon fights softball basketball archery football etc cooking and clean up covered by the houston boys girls club staff contact john a cote at ext volunteers needed for bring your child to work day bring your child to work day is friday june please email jennifer milligan if you are interested in volunteering and indicate your preference for indoor or outdoor activities have news to share to post news or events in enron in action please e mail your information to eia enron com no later than noon the thursday prior to the next mondays mailing,156444,1,0,0,0,1
you got paid heart me,156646,1,0,0,0,1
aol anywhere games by pogo com registration welcome jreitme thanks for signing up for a free aol anywhere games account now that youre all signed up youre just a hop skip and a jump away from playing a ton of games against people from all around the world to get in and play right away just head to this web site http aolcom pogo com if you have any questions about how to get around or want to read any of our game rules just head here http play pogo com help help jsp site aolc in addition our sponsors are looking forward to your visits as well anytime you see a banner ad for something you like clicking that ad will open up a new window that way your game wont be interrupted and you can come back to the site at your leisure our news page is updated regularly so you can always find out the latest happenings game changes and the like on this page http play pogo com misc news jsp site aolc one of the many great features of our classic games is our ratings system with our player ratings you can easily tell whether youre playing with a beginner or a shark questions about ratings can be answered here http play pogo com help ratingshelp jsp site aolc we have a ton of member run online tournaments you can join to see which ones are currently running check here http play pogo com misc events jsp site aolc if you have any comments youd like to share about our games or want to report a glitch youve found zip on over here http games custhelp com finally if you lose the password to your account head over to our recover password page and have your password e mailed to you http play pogo com form submit recover password jsp site aolc thanks for joining and enjoy pogo com games team if you have received this message in error please go to the following page to remove your e mail address from our list http play pogo com unsubscribe remove e mail jsp pid hisoinqsgtmppqqk site aolc,156661,1,0,0,0,1
registration system i have had a few people test the system it looks like it works very well except if you hit enter instead of tab then the form will be submitted if that could be corrected so that you have to hit the submit button to submit then i think it is ready to go sorry it took so long for me to get back to you and thanks again for your hard work on this jay,156745,1,0,0,0,1
fundies meeting you may want to leave some time to general rockies discussion this afternoon led by frank and steve mike wants some order in the meeting it sounds like so you probably should leave some time for that jay,156756,1,0,0,0,1
my resignation carole told me yesterday afternoon that you left i saw you right after lunch with a couple other people looking for a conference room i guess i know now what that was about that news shocked me because i didnt see it coming but at the same time i am not surprised that you left with all the uncertainty surrounding this company now plus i know that you had had enough of risk that it doesnt surprise me good luck with the new job and let me know what exactly you will be doing at the new company jay my resignation hey jay just wanted to let you know that i resigned from enron yesterday and took my job back at wilkens weather no just kidding with energy usa over in the galleria area they are a smaller less sexier and more conservative company than enron but then we all know what can happen to a sexy company anyway i wish the best of luck to you in your future endeavors keep in touch you can use this address for now until i know my new address at work you never know if one may have to return a favor sometime in the future see ya jr,156779,1,0,0,0,1
dial in for this mornings meeting jeff the meeting today is at noon cst a m your time ive secured a dial in as follows passcode thanks sharon dick,157124,1,0,0,0,1
fundamentals welcome mara sorry it was in yesterdays gas daily on page mara fundamentals welcome mara didnt work was it in yesterdays gas daily if so i can access it thanks very much for your help best jeff end of signature fundamentals welcome mara fundamentals welcome mara htm barry asked me to send you this article about dwr in yesterdays gas daily the article is on page i am not sure if this will work if it doesnt email me back and i will send the article a different way thanks mara bronstein,157496,1,0,0,0,1
oh i forgot to point out one more thing arent you a dragon and mark a dog should i call the ghostbusters ok ill stop,159541,1,0,0,0,1
ej summary mike jeff we have updated the business summary form that you asked me for yesterday in addition to your requests we have included estimates for business liquidation costs as you will see there is very little difference mm between our assumed scaled down top team costs for and the costs to liquidate the business mm given that we are seeing deal flow and transactions after less than year with egm in a brand new market we would expect to break even for if this is then compared to the liquidation costs i believe an obvious question to shutdown would be why mm difference assuming no earnings for and we will make earnings my experience at enron with startup businesses usually entails investment the first year break even the second and break out the third i believe we are on track to do this the head start from other competitors the state of the japanese market and the demand for risk mgt products further underscores the value in the proposition it has been sometime since either you or jeff have been over to japan and allowed us to give you a full business review a lot has changed over this period we had hoped to do this with jeff but events of the last week have clearly overshadowed and precluded this while i understand everyone is trying to gain clarity as soon as possible i believe that it is imperative that japan be given a chance to present its case over the next weeks i am fully prepared to visit houston and demonstrate the clear case for this business as a prime marketing origination vehicle for japan and asia with clear options to develop a local trading presence i look forward to speaking with you further about this joe,161268,1,0,0,0,1
london product positions vs mahoney book bought book now flat vs obrien bought book now month short think we frightened off all the big boys will work balance monday tony london product positions i hear you on the vol but it hasnt paid off i want everyone to focus on their expertise focus on the underlying business is crucial and chris mentioned to me that no one in london is an experienced daily vol trader i would like you guys to get out jeff london product positions chris was on the way to the airport so he asked me to send you a note over the last five days the mahoney obrien books have lost million dollars on vega against calendar brent short strangle vol for cal is now pct and we feel this is not a good level at which to cover this position however the market appears liquid enough to close out if required today i have rolled mb short cracks in q and q effectively reducing that exposure by two thirds i expect to have the rest covered tomorrow i plan to maintain jet and kero diff shorts as this market is still under considerable pressure prompt barrels trading at over deferred paper values are still in the high twenties and airline demand shows no sign of improvement if you want to talk to chris i expect he will be available around pm london time tony,161630,1,0,0,0,1
power indices intercontinentalexchange firm power price bulletin for power delivered on wednesday october trade date of tuesday october click here to access index history volume represents sell side only hub high low wtd avg index change vol mwh cinergy comed entergy nepool pjm west sp tva includes all trades done from am to am central prevailing time on the trade date specified for financially firm power delivered during the on peak hours am pm cpt for eastern hubs am pm pacific prevailing time for western hubs on the delivery date s specified intercontinentalexchange is the worlds most liquid trading platform for over the counter energy and metals active markets include north american power and natural gas global crude and refined oil products and precious metals traded instruments include forwards swaps and options to become an exchange participant or inquire about the indices please contact sales intcx com this information is sent to you free of charge and may be redistributed in its entirety republishing in any other form is prohibited if this was forwarded by a friend and you would like to receive your own daily bulletin click here to subscribe to unsubscribe from this service click here unsubscribe copyright intercontinentalexchange inc all rights reserved,161776,1,0,0,0,1
power indices intercontinentalexchange firm power price bulletin for power delivered on thursday october trade date of wednesday october click here to access index history volume represents sell side only hub high low wtd avg index change vol mwh cinergy comed entergy nepool pjm west sp tva includes all trades done from am to am central prevailing time on the trade date specified for financially firm power delivered during the on peak hours am pm cpt for eastern hubs am pm pacific prevailing time for western hubs on the delivery date s specified intercontinentalexchange is the worlds most liquid trading platform for over the counter energy and metals active markets include north american power and natural gas global crude and refined oil products and precious metals traded instruments include forwards swaps and options to become an exchange participant or inquire about the indices please contact sales intcx com this information is sent to you free of charge and may be redistributed in its entirety republishing in any other form is prohibited if this was forwarded by a friend and you would like to receive your own daily bulletin click here to subscribe to unsubscribe from this service click here unsubscribe copyright intercontinentalexchange inc all rights reserved,161787,1,0,0,0,1
terra systems terra systems pink sheets tsyi latest price cents take a close look at terra systems pink sheets tsyi latest price cents which has just released the following news the group behind tsyi is the same people who put together etgp when they got involved in etgp the stock was trading at a similar price cents it lifted to cents in a short period of time etgp did a for reverse not needed in tsyi so that it traded in july of on the bulletin board the stock went to in september of and split two for one the whole transaction took less than a year terra systems inc announces positive assessment of its technology by scientific consulting group payson utah oct terra systems inc pink sheets tsyi announced today that a santa fe nm based scientific consulting firm the la mancha company has completed an initial study commissioned by tsyi about the companys patented pneumatic accelerator technology the title of the report is dry bulk materials handling technology with emphasis on coal the reports conclusions are positive concerning tsyi technologys technical and economic feasibility in part because tsyi is still a development stage company la manchas report cites certain caveats including that these general conclusions must be adequately measured and documented in rigorous pilot test environments such as those proposed by tsyi the summary statement of the la mancha report says in conclusion the process and its potential application to utilization in coal fired power generation the recovery of usable coal fines from long accumulating waste sites and its environmentally friendly attributes constitute an intriguing and innovative approach to assisting in reconciling the current dichotomy of energy demand and environmental concern the proposed phase i program of terra systems should be supported as a first step commenting on this study clayton timothy chairman of tsyi said we are very pleased with the positive conclusions about our technology that this report has reached the la mancha company is a prestigious scientific consulting firm and in this case two of the authors of the report hold ph d s in relevant physical sciences and are also retirees from the los alamos national laboratory we recognize the challenges tsyi faces in achieving successful commercialization including those mentioned in this report but we also feel this study provides substantial professional support for the faith we have in the scientific and economic efficacy of the companys unique process for dry bulk materials handling terra systems inc was incorporated in utah in and is presently a development stage company it is primarily engaged in the development and commercialization of its patented pneumatic accelerator this device is a gas linear particle accelerator which conveys and processes bulk materials at high velocity in a particle isolated state using air as the medium of movement this technology operates efficiently at ambient temperatures and at low pressures and does not use water the generally more costly traditional alternative for processing bulk materials virtually all organic and inorganic bulk materials used in basic industries can be more economically separated and classified by our dry process technology this capability facilitates a number of associated procedures including drying micro pulverizing mixing forming conveying and loading in addition bulk materials can be beneficiated in important ways including moisture reduction ash reduction btu enhancement and electro customization our system can perform multiple tasks needs less maintenance requires no chemical additives and can improve the surrounding environmental quality opportunities are seen for many applications in an array of large industries including power generation agriculture mining environment construction ceramics and materials transportation we estimate that our technology could generate economic returns to industrial users in the form of revenues and or cost savings in the area of billion within a few years if adopted for implementation in several large projects terra systems anticipates it will share in these economic returns through fees royalties and profit sharing from licensing of its technology tsyi has approximately million shares currently outstanding safe harbor provisions some of the statements contained in this press release discuss future expectations projections of sales results of operations financial conditions or licensee production or state other forward looking information as defined in section e of the securities exchange act of such information can be identified by the use of may will should expect anticipate estimate continue or other similar words these statements are subject to known and unknown risks uncertainties and other factors that could cause actual results to differ materially from those contemplated by the statements when considering such forward looking statements the reader should keep in mind these risk factors and their possible implications the company believes that the information contained in its press release was accurate as of its date of publication the company disclaims any obligation to update information it has released certain pages of this release may appear on a website which contains links or frames to sites operated by third parties the company assumes no responsibility for the accuracy or completeness of information on such third party sites company contact clayton timothy or kent harmon feel free to visit our website at tsyi com for a free basic research report on tsyi you may visit xcelassociates com contact terra systems inc clayton timothy or kent harmon important notice and disclaimer the purpose of this advertisement like any advertising is to provide coverage and publicity for the advertising company its products or services the information provided in this advertisement is not intended for distribution to or use by any person or entity in any jurisdiction or country where such distribution or use would be contrary to law or regulation or which would subject us to any registration requirement within such jurisdiction or country verify all claims and do your own due diligence this advertisement is not a solicitation or recommendation to buy sell or hold securities and does not provide an analysis of the financial position of the company we recommend you use the information found in this advertisement as an initial starting point for conducting your own research on the advertised company in order to determine your own personal opinion of the company before investing all information concerning the advertised company contained herein should be verified independently by an attorney with such company and an independent licensed securities analyst we are not offering securities for sale an offer to buy or sell can be made only with accompanying disclosure documents and only in the states and provinces for which they are approved many states have established rules requiring the approval of a security by a state security administrator check with http www nasaa org and call your state security administrator to determine whether a particular security is licensed for sale in your state many companies have information filed with state securities regulators and many will supply investors with additional information on request all statements and opinions contained in this advertisement are the sole opinion of the authors and are subject to change without notice we are not liable for any investment decisions by our readers readers should independently investigate and fully understand all risks before investing it is strongly recommended that any purchase or sale decision be discussed with a financial adviser or broker prior to completing any such purchase or sale decision we are not registered investment advisers or broker dealers or members of any financial regulatory bodies the information contained in this advertisement is provided as an information service only the accuracy or completeness of the information is not warranted and is only as reliable as the sources from which it was obtained we disclaim any and all liability as to the completeness or accuracy of the information and for any omissions of material facts this advertisement may contain hyperlinks to web sites operated by third parties other than us such hyperlinks are provided for the readers reference and convenience only we are not responsible for the reliability of these external sites nor are we responsible for any of the contents advertising products or other materials on such external sites our inclusion of hyperlinks to such web sites does not imply any endorsement of the material on such web sites or any association with their operators under no circumstances shall we be held responsible or liable directly or indirectly for any loss or damage caused or alleged to have been caused in connection with the use of or reliance on any content goods or services available on such external site any concerns regarding any external link should be directed to its respective site administrator or webmaster we may refer to other sources of information or other commentary we intend to offer these items to readers as additional sources of information but disclaim any implication that we endorse information contained in such outside sources any referral by us is no guarantee of the accuracy of any information provided by outside sources as we disclaim any representation concerning source reliability readers must contact information suppliers on their own and gauge to the readers satisfaction the truthfulness of any source information it should be understood that there is no guarantee past performance will be indicative of future results any reference to past performance s of companies previously advertised are specially selected to be referenced based on the favorable performance of these companies and the companies referenced may not be representative of all past advertised companies as not all past advertised companies may have performed as well readers are cautioned that small and micro cap stocks are high risk investments and that they may lose all or a portion of their investment if they make a purchase in our advertised stocks in order to be in full compliance with the u s securities act of section b we have received a total of u s and free trading shares of terra systems inc from xcel associates inc as compensation for the distribution of this and other advertisements since we have received compensation and hold stock in the advertised company there is an inherent conflict of interest in our statements and opinions and such statements and opinions cannot be considered independent we will benefit from any increase in share price of the advertised company we will sell our shares at any time without notice be that before during or immediately after the release of this advertisement the liquidation of our stock may have a negative impact on the securities of the company liquidated including decreased market value and or dilution of the companys securities furthermore our associates and or employees and or principals may have stock positions in advertised companies purchased in the open market or in private transactions these positions may be liquidated without prior notification even after we have made positive comments regarding the advertised company it should be understood that any price targets and or projections mentioned are solely opinions and should not be taken as suggested holding periods in fact we will sell our positions in any companies advertised before they reach such target prices the receipt of this information constitutes your acceptance of these terms and conditions reading this advertisement shall not create under any circumstances an offer to buy or sell stock in any company advertised nor shall it create any principal agent relationship between the reader and us the stocks of advertised companies may trade in fast moving highly volatile markets and any reader should observe the trading behavior of any advertised company prior to investing advertised stocks are often thinly traded and large sell orders will have a substantially negative impact on share price investors in advertised stocks may experience difficulty in selling shares without seeing a decline in market price and may have difficulty in finding ready buyers of their stock information within this advertisement contains forward looking statements within the meaning of section a of the u s securities act of and section e of the u s securities exchange act of any statements that express or involve discussions with respect to predictions expectations beliefs plans projections objectives goals assumptions or future events or performance are not statements of historical facts and may be forward looking statements forward looking statements are based on expectations estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated forward looking statements may be identified through the use of words such as expects will anticipates estimates believes or by statements indicating certain actions may could or might occur we encourage our readers to invest carefully and read the investor information available at the web sites of the u s securities and exchange commission sec at http www sec gov and the national association of securities dealers nasd at http www nasd com we also strongly recommend that you read the sec advisory to investors concerning internet stock fraud which can be found at http www sec gov consumer cyberfr htm the nasd has published information on how to invest carefully at its web site readers can review all public filings by companies at the sec s edgar page all information within this advertisement is qualified in its entirety by the detailed information and financial statements of the advertised company contained in its regulatory filings with the sec you are subscribed as jeff king enron com to unsubscribe visit http www crmems com mail unsubscribe asp email jeff king enron com if you are an aol user copy and paste the url into your browser window,162272,1,0,0,0,1
harald jensen ees might be a good idea to check in and see if hes got what he needs thanks a million for the help best jeff end of signature harald jensen ees jeff as you know last tuesday i left message for harald jensen in ees to follow up to his request i have not heard back from him shall i contact him again or just wait for him to get back to us jennifer greetings ms j could you do me a favor and call harold jenson sp in ees and see what hes looking for hes apparently looking for deregulation info about ca greatly indebted as always unfortunately im not likely to get to the cera conference best jeff,162303,1,0,0,0,1
appointment s with john white thanks she called me its the th at pm its at johns office but i dont have the address could you get the address and email it to me christina and dave parquet greatly appreciated im in sacramento today best jeff end of signature appointment s with john white jeff marilyn from john whites office indicates she has you down for two appointments with mr white and jan mcfarland the th am and th pm please let me know which one you want to keep and ill call her to reconfirm do you need the location too or is that already known thanks joseph alamo sr administrative assistant global government affairs ph fax e mail joseph alamo enron com end of signature end of signature,162320,1,0,0,0,1
meeting with michael tribolet for wednesday dave and i are supposed to be in a meeting in sacramento with john white at pm in sacramento so the timing may be tight perhaps we could do pm best jeff end of signature meeting with michael tribolet for wednesday cristina i am not sure what either daves or jeffs schedule looks like but wanted to see if either would be available for a meeting with michael tribolet and myself on wednesday afternoon in sf could you let me know it would likely be after in the afternoon michael etringer west power origination phone cellular,162327,1,0,0,0,1
california senate formally withdraws contempt actions against enron yesterday we reached agreement with the senate regarding the terms and conditions under which the company would provide information to senator dunns committee investigating wholesale price spikes in return dunn agreed to have is committee formally withdraw all contempt actions against enron this morning dunn convened his committee and the committee formally withdrew the contempt actions a story related to the deal is attached if you have any questions just let me know best jeff end of signature contempt articles enron agrees to provide files averts senate contempt finding by emily bazar bee capitol bureau published sept state lawmakers moved to drop contempt charges against enron corp on thursday after the energy marketer agreed to begin turning over thousands of pages of documents immediately the last minute wrangling between enron and a special senate committee investigating energy price manipulation essentially brought to an end a series of extraordinary legislative proceedings that were last invoked in following hours of closed door meetings enron signed an agreement in the early evening allowing it to dodge an impending contempt finding by the full senate and the possibility of stiff fines under the deal enron will begin sharing records with the committee in exchange for a confidentiality agreement intended to protect its most sensitive documents after they are turned over it took too long to bring this to resolution said state sen joe dunn d santa ana who chairs the committee i cant help but think it had to do with the pending sanctions for contempt as part of the deal however enron did not agree to drop the lawsuit it filed in july asking the court to intervene on its behalf said spokeswoman karen denne she said the company is still considering its options were pleased theyve agreed to withdraw the contempt charges denne said enron and two other companies that managed to quickly purge the charges against them had been found in contempt in late june after it refused to turn over documents violating subpoenas that the committee issued on june the subpoenas called for documents of all kinds including those with specific details prices quantities and capacity of the companies transactions in the states wholesale electricity market enron officials balked at the request saying they didnt want to turn over documents that might include confidential trade secrets ultimately the refusal to turn over documents brought the company perilously close to being found in contempt by the senate thursday morning the senate rules committee met to consider the committees contempt recommendation and whether it should be forwarded to the full senate along with suggested punishments in the form of fines after an hour of finger pointing and confusing allegations senate president pro tem john burton sent the two sides into a conference room to work out their differences at p m enron officials signed the same confidentiality agreement that several other companies have signed dunn said his committee will continue to meet throughout the fall and will inspect the documents that have been provided by energy companies in addition the committee awaits records from several municipal utilities including the sacramento municipal utility district smud was among municipal utilities that recently received subpoenas from the committee requesting documents the bees emily bazar can be reached at or ebazar sacbee com mailto ebazar sacbee com enron and state reach agreement on papers the power company avoids a contempt order for files on electricity market september by kimberly kindy the orange county register sacramento enron corp signed a confidentiality agreement late thursday that should allow for the release of thousands of documents to aid in a senate investigation into the california electricity market the compromise apparently ends six months of stalled negotiations at stake for enron was a move to hold the company in contempt and start assessing millions of dollars in fines the senate rules committee on thursday morning had delayed for a day a vote to consider asking the full senate to hold enron in contempt because the company has not turned over the subpoenaed documents while delaying the decision senate leader john burton d san francisco ordered attorneys from the legislative counsel of california a senate committee investigating electricity price gouging and enron into a room to work out an agreement that would protect the security of confidential documents that contain trade secrets lets hope cooler minds prevail said rules committee member sen ross johnson r irvine as the committee members moved to a conference room for a daylong meeting the contempt proceedings for now have been dropped said sen joe dunn d santa ana who chairs the senate committee investigating price gouging and possible collusion in the electricity market enron officials did not return calls seeking comment on the agreement late thursday the state senate today is also expected to consider a resolution that would order the nations two largest public employee pension funds to sell off stock of any company that is found in contempt by the legislature the legislative counsel of california is recommending the action it is not good public policy to hold stock in companies in contempt of the california legislature and therefore in contempt of the people of california said dunn who asked for the counsels review and recommendation enron agrees to turn over documents to senate investigators by jennifer coleman associated press september sacramento enron corp agreed thursday to release company documents to a senate committee investigating possible price manipulation ending the committees quest to cite the energy company for contempt for not complying with a subpoena the senate rules committee heard arguments from enron and the senate select committee to investigate price manipulation of the wholesale energy market over whether the energy company should be found in contempt in june the select committee subpoenaed enron files as part of its investigation into record high prices in the states wholesale electricity market enron sued to quash the subpoena a motion a judge rejected the judge agreed however that enron was entitled to a protective order for documents revealing sensitive trading and financial information sen joe dunn d santa ana chairman of the select committee said late thursday that enron agreed to the same confidentiality agreement accepted by several other generators with that agreement dunn said the committee would withdraw a report that recommended enron be found in contempt he said he expects documents to be transferred immediately dunn had argued the subpoena also covered nonconfidential documents and since the energy company also refused to release those papers to the committee it was in contempt he asked sen john burton d san francisco chairman of the rules committee to approve fines against enron for each day they didnt comply with the subpoena the daily fines would start at doubling each day for days then the company would be fined million a day enron lawyer michael kirby said the company had put nonconfidential documents in a depository in sacramento so committee investigators could review them but dennis murphy a lawyer for the select committee said enron didnt tell investigators where the depository was located the committee discovered the address in documents filed by enron for the court case he said weve been trying to get into the depository for a week they have not allowed our people in there to verify what documents are in there he said kirby disputed that and blamed the committee for delays in turning over the balance of the documents the two parties havent met since the judge ordered the protective order and kirby said it was the committee that refused to work out the orders details dunn said the law requires enron to produce the documents before it was entitled to a protective order sen ross johnson r irvine said dunns push to have enron found in contempt smacks at this point of enron being punished for exercising their right to go to court a contempt report on reliant energy has also been sent to the senate a contempt finding against mirant corp was later reversed when the company opened a document depository in sacramento for the committees investigators if the full senate imposes sanctions against reliant or enron it will be the first time since when the senate voted to jail reluctant witnesses during a committee investigation of price fixing and price gouging involving cement sales to the state,162505,1,0,0,0,1
power providers cry foul over fees cal iso dwr price manipulation power providers cry foul over fees state is accused of improper billing electricity suppliers long accused of manipulating californias energy market are turning the tables on the state saying its independent grid manager is forcing them to make up the cost of bad energy deals signed by gov gray davis administration the power traders accuse the independent system operator which is legally required to act as an impartial market manager of improperly helping state power buyers spread out the cost of high priced electricity contracts energy firms as well as municipal utility systems have complained about mysterious charges on their accounts with the grid agency said jan smutney jones of the independent energy producers association which represents such industry giants as enron dynegy williams and reliant the charges showed up around the time the state department of water resources was forced to start selling excess electricity it had purchased at an average of per megawatt hour for as little as per megawatt hour the iso seems to be following specific instructions the department of water resources is giving them smutney jones said an industry source said nrg energy inc and other suppliers were preparing a formal complaint to the federal energy regulatory commission which could order the state to issue refunds to generators if it finds they have been improperly charged the commission has ordered an unprecedented operational audit of the grid management agency state officials bought power under long term contracts when it appeared california could suffer serious power shortages over the summer instead the state had more than enough power and electricity available on the spot market suddenly cost half as much as the energy california had bought gary ackerman of the western power trading forum an industry group said the grid operator was using a combination of power scheduling and billing practices to bury some of the cost of power purchased by the state in the accounts of other generators the state is the biggest buyer and seller of electricity and they control the governing board of the iso ackerman said the governors spokesman steve maviglio called the power firms accusations absolutely false and said the generators were trying to whip up sentiment in washington to interfere with the states affairs the generators know theyll get a much better deal at ferc headquarters in washington than they will in sacramento maviglio said it shouldnt be a surprise that they make these accusations here to get federal involvement oscar hidalgo a spokesman for the department of water resources said generators could hardly cast themselves as victims in californias energy crisis i dont feel sorry for them one bit hidalgo said they had one heck of a year gregg fishman spokesman for the iso said the agency was preparing a response to the accusations energy trade organizations said they suspected the iso of using several mechanisms to charge suppliers for state contract costs the extra expense is sometimes tacked on to suppliers bills for iso operating costs which all electricity sellers in california share ackerman said some firms say they have tried to buy cheap spot market electricity for resale only to find later that the grid manager has charged them for more expensive state power others say the grid operator orders them to activate stand by power units on too short notice when they cant comply they say the iso brings high priced state power on line and bills them for the extra cost the accusations are part of a struggle for control of californias grid in january davis disbanded the isos member governing board which was chaired by smutney jones after some critics said it was too cozy with industry davis appointed his own five member board in february then ferc chairman curt hebert said the new board had become a political arm of the governor the commission is trying to get california to turn over its grid to a multistate transmission organization davis has warned washington to keep its hands off the iso,163034,1,0,0,0,1
